,pwr,spd,porc,viento_aparente,k-means,gaussian
100,211.6899072,8.0,-6.057877690434906,-2.6533938325094484,4,2
101,192.2699776,8.10000038146973,0.0,-3.7823013075345284,3,3
102,225.579712833451,8.10000038146973,0.0,-4.266737432102183,4,3
103,227.0,8.10000038146973,0.0,-5.320905275923052,4,3
104,195.36064713782105,8.10000038146973,5.859433951896466,-5.1207108045314245,4,4
105,235.24635476570305,8.199999809265138,0.0,-5.3281988563526825,4,3
106,208.340887272727,8.199999809265138,-5.809351511358246,-4.779874506060401,4,2
107,219.7099648,8.199999809265138,0.0,-4.8979161489301815,4,3
108,197.34782770007095,8.199999809265138,0.0,-4.025608852348353,4,3
109,211.0,8.199999809265138,0.0,-3.075693911928321,4,3
110,176.65998080000003,8.199999809265138,2.4535678376605343,-1.788641418274661,3,4
111,221.599808,8.199999809265138,3.7104582828272266,-0.2901372708410386,4,4
112,186.560007168092,8.10000038146973,0.0,0.6185517646624934,3,3
113,211.2298624,8.10000038146973,0.0,2.3419609066041254,4,3
114,198.8,8.10000038146973,0.0,3.4640017912588505,4,3
115,231.800064,8.0,0.0,4.720033500420263,4,3
116,242.304874146341,7.91524378814697,0.0,4.848737174820785,4,3
117,224.7901952,7.86099981256104,6.5418772666146205,5.703429898123767,4,4
118,227.2400512,7.76099972196045,0.0,6.813471036688135,4,3
119,273.695878009869,7.48695693745647,0.0,6.9768431741097645,0,3
120,232.9700736,7.26099972196045,2.5845225039524493,7.78462828608045,4,4
121,247.417447323262,7.1340646314786,4.201964357508468,7.931290663222097,4,4
122,288.7599488,6.86099981256104,2.757603711133139,8.589826991158317,0,4
123,262.199936,6.7609997219604505,4.555698690252188,8.713316165666598,0,4
124,245.73913850035197,6.64782755909101,0.0,8.610872853510724,4,3
125,211.320569066766,6.040457051789678,0.0,9.05261779851944,4,3
126,225.6402432,5.86099981256104,8.263884359034101,9.130912801905273,4,4
127,347.17189439387704,5.16161677801737,0.0,9.4302589862453,0,3
128,327.041002182307,5.06803334119517,7.820864132387959,9.572692702341037,0,4
129,322.761061439707,5.21492612327291,-6.116662113852135,9.471188367553513,0,2
130,303.8800768000001,5.3000001907348615,9.646486207253815,9.636831744366123,0,4
131,303.306896813931,5.3000001907348615,4.423245821638115,9.688141085927262,0,0
132,285.3701632,5.3000001907348615,7.424284718425003,9.762437884590085,0,4
133,302.8800768000001,5.3000001907348615,2.8710096252552355,9.804918085396645,0,0
134,290.154258267135,5.30515444408651,4.149505298095374,9.854348899537436,0,0
135,319.2908544,5.400000095367429,2.6210167722962794,9.907448787499716,0,4
136,274.909090909091,5.43030309677124,10.222851070496944,9.951695752119653,0,4
137,280.7403264,5.599999904632571,0.0,9.920452144763082,0,3
138,269.691218823529,5.699999809265139,0.0,9.9227204898213,0,3
139,264.2700672,5.738998998034671,2.4855285795672493,9.935416446448322,0,4
140,242.7101056,5.800000190734861,4.2097642494966045,9.69155077202606,4,4
141,188.0,5.800000190734861,0.0,9.662961939440523,3,3
142,211.5193472,5.800000190734861,7.075308318883108,9.733806311202557,4,4
143,257.235124705882,5.800000190734861,0.0,9.76831038824252,0,3
144,269.440978823529,5.78970744558895,0.0,9.659862172733666,0,3
145,299.0,5.66100080645752,7.502228514038516,9.729043351648173,0,4
146,274.0,5.474683670994611,1.9643730859497983,9.5819318056455,0,0
147,275.3097216,5.400000095367429,5.9636124183394905,9.485969311870607,0,4
148,268.304400252291,5.3869570328239,0.0,9.30392978535784,0,3
149,275.25024,5.3000001907348615,5.831205182142174,9.31380249855138,0,0
150,224.6800384,5.1999998092651385,5.752742016866572,9.129336594071397,4,4
151,264.655154150023,5.07931049748825,6.063146566791532,9.03615560749886,0,0
152,283.058917647059,5.0,6.382782967031362,8.9989136250721,0,0
153,297.8902272,4.859000454467768,6.644506500640973,8.738153020295451,0,0
154,294.1598208000001,4.6999998092651385,6.8382966630875295,8.635419623457372,0,0
155,229.117773287989,4.59999990463257,6.486316687593696,8.853820487604757,4,0
156,229.379325564972,4.5,0.0,9.012625061168283,4,3
157,266.4899712,4.5,0.0,8.893442170595428,0,3
158,246.089542258903,4.5,0.0,8.946513781476638,4,3
159,220.2199936,4.59999990463257,2.2327788505507886,9.259235712012725,4,0
160,226.0,4.59999990463257,9.034289729835823,9.412436355324212,4,0
161,237.411708235294,4.59999990463257,0.0,9.242638284621266,4,3
162,267.33333333333303,4.6999998092651385,5.976161988575548,9.402485464984537,0,0
163,261.899904,4.6999998092651385,5.958991204056533,9.499530910173744,0,0
164,283.8799744,4.6999998092651385,2.40175303139078,9.401350403613565,0,0
165,256.470249411765,4.6999998092651385,9.870277437898723,9.300126706543946,0,0
166,248.7599488,4.66099952645874,0.0,9.569181951416112,4,3
167,235.0199296,4.59999990463257,0.0,9.662907860819749,4,3
168,231.515308233347,4.59999990463257,6.18293757022663,9.683297239007537,4,0
169,230.0,4.59999990463257,5.899151582057392,9.663094565685677,4,0
170,230.0,4.59999990463257,0.0,9.601666703058397,4,3
171,245.985437883763,4.59999990463257,5.995249061447088,9.457301810240644,4,0
172,244.039203383237,4.59999990463257,0.0,9.67299699615764,4,3
173,237.810821095601,4.59999990463257,0.0,9.72359341860045,4,3
174,241.5800704,4.59999990463257,5.990696370548629,9.70473835526661,4,0
175,243.824586637812,4.59999990463257,5.818797812477585,9.797572115008537,4,0
176,232.299904,4.59999990463257,0.0,9.773596516895037,4,3
177,231.386214150836,4.59999990463257,0.0,9.649630387060578,4,3
178,249.4100608,4.59999990463257,6.271987451799237,9.645626161244953,4,0
179,255.0,4.56100090182495,2.377373860270613,9.5782775599341,0,0
180,259.2400512,4.5,13.266045722381232,9.289729272583145,0,0
181,261.64966400000003,4.5,3.790245943419155,9.041822052701502,0,0
182,249.0,4.5,0.7445556107477077,8.637377485450699,4,0
183,256.7101056,4.5,6.230804988227413,9.013345673861503,0,0
184,256.426352941176,4.5,0.6742596508444201,9.004108507173738,0,0
185,257.150144,4.5,6.377876739643776,9.097515896528938,0,0
186,256.867595294118,4.5,6.260706200954896,9.166338927091367,0,0
187,309.2,4.5,0.0,9.1707750279755,0,3
188,288.7200256,4.5,6.445318410650447,9.314404158478839,0,0
189,266.020401499419,4.5,6.338102792999168,9.270963348207227,0,0
190,269.0,4.5,0.0,9.216233632253687,0,3
191,288.6700416000001,4.45900035910034,7.139329879586392,9.022098430222595,0,0
192,338.32983039999993,4.40000009536743,7.333563929855008,9.06046432147822,0,4
193,312.6,4.40000009536743,7.6799201993099375,9.092152906854214,0,0
194,324.0,4.30000019073486,11.406928184180384,9.28589590101565,0,0
195,283.161468235294,4.18970711319867,4.882784868474109,9.472489925220877,0,0
196,313.764705882353,3.88823537265553,7.285580116286333,9.24678627417138,0,0
197,278.60999680000003,3.5999999046325697,6.42604861060635,9.17414960650652,0,0
198,287.2898944,3.5389990028076204,7.400631185316683,9.108181704434726,0,0
199,284.2900352,3.5999999046325697,0.0,9.014408424179186,0,3
200,282.235940571429,3.70000004768372,7.37646224012828,8.938176338611589,0,0
201,275.4,3.70000004768372,7.332723129480369,9.160775474156257,0,0
202,298.295447272727,3.70000004768372,7.752447715882081,9.141734959840614,0,0
203,274.60999680000003,3.70000004768372,7.140814876286986,9.122955828407932,0,0
204,274.0,3.70000004768372,10.428859171166142,9.078011255449397,0,0
205,327.333314370236,3.70000004768372,4.190610414819292,9.11481849895844,0,0
206,267.1800064,3.70000004768372,9.830546757672872,9.049084449100269,0,0
207,282.0,3.73900033049011,4.338085969738993,8.870335239475033,0,0
208,285.2700672,3.79999995231628,0.0,9.184098206441037,0,3
209,259.60999680000003,3.79999995231628,7.251381041385073,9.153978070233249,0,0
210,245.530263948956,3.79999995231628,0.0,9.158172211792627,4,3
211,222.17647058823502,3.79999995231628,0.8361197096257643,9.00243279672498,4,0
212,232.72993280000003,3.79999995231628,13.265697096770769,9.152636155923858,4,0
213,265.3600768,3.79999995231628,2.537002652955952,8.928729535361411,0,0
214,207.30878117647097,3.79999995231628,3.8269704518994647,9.139633456312312,4,0
215,223.75008,3.9000000953674303,0.6754298979137486,8.833067084131931,4,0
216,273.604022507794,4.0,6.118522038545057,8.426860205510597,0,0
217,277.921007274478,4.0,7.169414689121845,8.23640430303777,0,0
218,303.72048941176496,4.01029269606646,7.489644034474769,7.492755264220568,0,0
219,278.5800704,4.099999904632569,7.415747217213607,7.2970834849251665,0,0
220,291.25769903429403,4.099999904632569,7.314689990994908,7.845453935304249,0,0
221,286.931810909091,4.099999904632569,2.213935656728979,8.146980479168118,0,0
222,287.2801024,4.099999904632569,4.6564634319251015,7.679717481949773,0,0
223,249.411764705882,4.099999904632569,0.0,8.265943950428339,4,3
224,181.8,4.099999904632569,6.311219180935103,8.486868957423784,3,0
225,215.524712949586,4.19999980926514,5.939841863945001,8.686225621009411,4,0
226,189.4,4.239999961853028,0.0,8.570479433930974,3,3
227,224.57160852516301,4.30317579062394,0.1938414071843725,8.738917592078032,4,0
228,234.2096256,4.40000009536743,6.525056935998986,7.912576380568278,4,0
229,267.0,4.40000009536743,13.82083855406478,5.256977914164919,0,0
230,266.0,4.40000009536743,7.274225625295402,5.027895417818992,0,0
231,261.681297072682,4.41449197484262,0.0,5.639164107524737,0,3
232,257.1397504,4.5,2.8838037223748483,5.289409660638436,0,0
233,219.2199936,4.5,4.184951012537511,4.778103735589621,4,0
234,228.463761663606,4.5,6.9818918628426685,4.477252027462086,4,0
235,241.24639186732497,4.5,0.0,1.8688083599300127,4,3
236,244.850048,4.5,7.430415224730211,2.706510859508372,4,0
237,249.3400192,4.5,0.0,3.2876172531428143,4,3
238,275.0,4.5,1.9354897304290024,2.0985752948138527,0,0
239,247.39131080028199,4.5,6.446413566175552,3.0998988025392165,4,0
240,292.511490658954,4.5,13.909031145342546,3.569886287877728,0,0
241,259.3799424,4.5,0.0,6.771845207713555,0,3
242,227.3201152,4.46100099719238,7.1274448988796175,8.384379279706456,4,0
243,189.318723362356,4.40000009536743,6.168497987169151,8.704027913571625,3,0
244,198.2,4.40000009536743,0.0,8.928796952020788,4,3
245,200.850048,4.43900037817383,0.0,8.853577375010893,4,3
246,213.1698816,4.5,5.916227947046827,8.84287704558952,4,0
247,200.434738248061,4.5,0.0,8.927893619546074,4,3
248,215.7601536,4.53899900280762,2.469987926273526,8.607169551306354,4,0
249,209.149952,4.59999990463257,10.424586898945398,8.42403565743216,4,0
250,253.1699712,4.59999990463257,0.0,7.686716045422476,0,3
251,269.869569250176,4.59999990463257,0.0,6.569278045475937,0,3
252,334.0103936000001,4.59999990463257,7.430158894903755,2.0209340868921637,0,0
253,303.492746633028,4.59999990463257,0.879470170785913,-1.5836933170842529,0,0
254,264.500184615385,4.5,6.904288351466493,-2.8414484044305786,0,0
255,277.0,4.5,0.7672141154839799,-2.4885074532804636,0,0
256,265.1100928,4.5,10.198662716490029,-2.240372281157144,0,0
257,262.1200256,4.5,8.247127867713496,0.0003888939021393172,0,0
258,254.9603456,4.46100099719238,7.462898379045699,2.3776378118251897,0,0
259,215.015123766763,4.40000009536743,4.387525817173482,4.602173474372028,4,0
260,192.695642495409,4.40000009536743,6.690592911158348,6.257788739282928,3,0
261,145.4,4.5,2.5748563453557547,6.92000353254782,3,4
262,202.0,4.5,5.572702996744938,7.076092685255421,4,0
263,217.3799424,4.54099964089966,0.0,7.042975831282193,4,3
264,215.779538823529,4.59999990463257,6.402328187727513,6.550327399764564,4,0
265,210.8,4.6999998092651385,0.0,6.172343738105218,4,3
266,228.909265454545,4.72954464924205,0.0,6.3668993317672005,4,3
267,235.2299904,4.8000001907348615,0.0,5.325591910990749,4,3
268,251.14495334557705,4.8000001907348615,10.635641461391526,5.267669442711837,0,0
269,240.0,4.90000009536743,8.227840171677201,4.672242430618652,4,0
270,253.449472,4.90000009536743,0.0,3.0201810694772573,0,3
271,244.1699712,4.93899909817505,0.0,3.125915547653584,4,3
272,275.2401152,5.0,3.85052851618976,1.955935576840524,0,0
273,302.471336880794,5.0,18.377220870521146,2.484796793385218,0,4
274,233.3600128,5.0,0.0,2.654252632343741,4,3
275,213.91599816304,5.0,9.589778218220284,1.9964311143785225,4,4
276,164.75994880000005,5.0,-9.120226110008236,3.8269730737985017,3,2
277,173.14707543263,5.03823581128979,3.2508815183004014,6.049623761235044,3,4
278,138.782584498943,5.09999990463257,4.0767040465332265,5.928392444821662,3,4
279,93.1800064,5.140999545532232,-6.753652011088136,7.608497474735388,1,2
280,101.6099968,5.1999998092651385,7.628611243536311,7.529826391740903,1,4
281,130.725682762995,5.33451381307999,0.0,8.117735519172891,1,3
282,154.4399872,5.5,0.0,7.839193479715345,3,3
283,177.10294588235297,5.63088368897382,0.0,7.6675838636888285,3,3
284,180.4,6.099999904632571,3.015531704444893,7.950547174517628,3,4
285,188.44926353281602,6.18840556365326,4.6855038805152285,7.866176749571898,3,4
286,198.7599488,6.0,0.0,8.180812282185828,4,3
287,203.0,5.900000095367429,0.0,8.08697217597599,4,3
288,189.11594256669,5.900000095367429,0.0,7.894710234065673,3,3
289,200.689655172414,5.900000095367429,2.5695465327697806,7.551012961643375,4,4
290,202.7800064,5.900000095367429,2.1551854570657567,8.347250186754732,4,4
291,211.89099688236598,5.900000095367429,-4.633648752546928,8.248734475942769,4,2
292,215.73913850035197,5.900000095367429,7.586039009179177,7.985389073804994,4,4
293,230.1400832,5.900000095367429,0.0,8.249180039088625,4,3
294,252.13742024369,5.900000095367429,2.435115359899333,8.182657059062779,0,4
295,257.0,5.900000095367429,9.040935852662102,8.071479049160033,0,4
296,264.0,5.800000190734861,5.10379605109866,7.799183961552638,0,4
297,234.754810416098,5.699999809265139,6.246868725204705,7.978503653205787,4,4
298,285.6399872,5.459000359100339,0.0,8.076567370825162,0,3
299,279.44003839999993,5.22200199915771,0.0,7.661004822384617,0,3
300,316.0,4.92000007629395,12.594298966409648,7.62741352353644,0,4
301,290.700096,4.8000001907348615,3.909699054138658,7.445174413028772,0,0
302,307.265355294118,4.8000001907348615,6.826458075229078,5.562751705488328,0,0
303,308.41744732326197,4.8000001907348615,6.7499805683951655,4.265040817124391,0,0
304,290.8799744,4.8000001907348615,0.0,2.9968667563196645,0,3
305,257.949952,4.90000009536743,2.6769433456031435,3.5486255839334087,0,0
306,267.205891764706,4.90000009536743,11.816033195397056,3.4557790528473253,0,0
307,284.8,4.8000001907348615,0.0,2.7582349155873644,0,3
308,266.473658883991,4.6999998092651385,10.212019169057253,3.565762489914841,0,0
309,270.949952,4.59999990463257,5.5111028760238705,3.807027516811477,0,0
310,234.478277000705,4.48840575438813,0.904035275420391,3.881497355488187,4,0
311,277.6704512,4.40000009536743,6.9406068175575415,3.5660673965410656,0,0
312,260.4900352,4.35900045446777,3.0897360011756128,4.502444338450411,0,0
313,277.3097216,4.30000019073486,7.648041881798383,4.5387761041411965,0,0
314,298.11424914285703,4.30000019073486,4.433774345884221,5.50521848666938,0,0
315,301.2700672,4.30000019073486,7.527722837734977,7.467680684527492,0,0
316,272.510233402557,4.30000019073486,2.4810859236248555,8.026242166606464,0,0
317,255.299904,4.30000019073486,4.202677941026258,8.22496606449244,0,0
318,259.5899392,4.30000019073486,7.03154581703996,8.860576958976017,0,0
319,250.02927058823502,4.30000019073486,7.084348234317662,8.797450859172347,0,0
320,268.6399232,4.30000019073486,2.8252156535326574,8.808435075885875,0,0
321,257.347765596305,4.30000019073486,5.361551440584907,8.535475975616656,0,0
322,255.387759100349,4.261224132781631,9.21353518328355,8.484685896678332,0,0
323,260.304357504591,4.19999980926514,5.699666302177127,8.155864922599907,0,0
324,252.8099328,4.19999980926514,7.205872620763412,8.683475890721724,0,0
325,239.546489401645,4.19999980926514,7.575298722664008,7.209718896850706,4,0
326,244.800064,4.099999904632569,0.0,5.0106435615546285,4,3
327,293.435130540139,4.099999904632569,8.545723093313892,-2.324905877395262,0,0
328,279.0,4.0,1.0366277697983806,-6.904358405380106,0,0
329,335.4,4.0,5.9512682938261525,-8.61982474843772,0,0
330,304.10851251724,4.0,6.822223041070992,-9.227654686546071,0,0
331,304.44003839999993,4.0,6.825334378596143,-9.44504441687837,0,0
332,301.6501120000001,4.0,6.484791533350082,-9.189993645386098,0,0
333,258.660988235294,4.0,6.913361997022854,-8.873225355537018,0,0
334,282.2298624,4.099999904632569,2.7439827260425087,-7.91259801068585,0,0
335,255.78806371535,4.099999904632569,4.356060351618432,-6.750741427711265,0,0
336,253.23904,4.099999904632569,2.381420452220752,-6.227129611920573,0,0
337,258.666499712468,4.099999904632569,4.844800491741274,-5.160047556935961,0,0
338,243.6,4.1399998664856,3.0160414939156066,-5.4898419449492994,4,0
339,276.8,4.19999980926514,10.698249196578546,-6.781401438166684,0,0
340,298.782621600564,4.19999980926514,0.0,-9.19652550615015,0,3
341,374.153852645793,4.19999980926514,6.458523110570055,-9.959137853025457,0,0
342,333.950016,4.19999980926514,7.969033502334534,-9.9990623939164,0,0
343,352.0,4.19999980926514,3.3116897463695314,-9.99674456525451,0,0
344,240.3199616,4.19999980926514,5.7259817010257805,-9.8509724336265,4,0
345,234.275344574916,4.30000019073486,0.6784997624406789,-9.235584285459828,4,0
346,266.129710874217,4.30000019073486,12.153495323416552,-8.707857695754626,0,0
347,246.4599808,4.30000019073486,6.444493713741593,-8.353401618118633,4,0
348,270.65011200000004,4.30000019073486,0.0,-8.899773536278229,0,3
349,274.49008639999994,4.30000019073486,6.727595882909607,-8.679317010687345,0,0
350,290.279378823529,4.30000019073486,0.0,-8.031124728931394,0,3
351,256.0302208,4.30000019073486,7.665000966455063,-5.074200966126557,0,0
352,205.223353092495,4.30000019073486,0.0,-0.2406240907922733,4,3
353,202.0,4.30000019073486,9.857336591607432,1.2724309475622668,4,0
354,196.666679033874,4.3115944363467404,0.0,0.927529083450976,4,3
355,230.9697792,4.40000009536743,0.0,1.6005279202116052,4,3
356,251.0800384,4.40000009536743,0.0,0.1318256040256477,0,3
357,230.4900864,4.40000009536743,10.517394186483092,-0.12215465064458304,4,0
358,231.000021880402,4.40000009536743,4.730832535805861,-0.6271752466021002,4,0
359,237.88405958409905,4.40000009536743,8.332512714322558,-1.443173286782499,4,0
360,262.1101568,4.40000009536743,6.333186765232571,-2.946402105262484,0,0
361,278.44443007861,4.40000009536743,7.392343519493625,-2.4731780005140576,0,0
362,290.8,4.40000009536743,0.0,-2.8890371228159606,0,3
363,282.984884705882,4.40000009536743,7.356258603675269,-1.186807074404657,0,0
364,268.0,4.40000009536743,7.4326618760974466,0.7219049002795661,0,0
365,261.8,4.40000009536743,0.0,1.187696479405875,0,3
366,244.565243201128,4.40000009536743,7.108405435002606,2.9254270288208186,4,0
367,276.565640825867,4.40000009536743,0.0,3.2470307825410245,0,3
368,242.4199296,4.40000009536743,2.8853667887783048,4.2193239955346975,4,0
369,267.835015161306,4.40000009536743,7.609392498346628,4.686924075393856,0,0
370,277.92008960000004,4.40000009536743,4.465824102605305,4.89410189787723,0,0
371,269.35820724438304,4.40000009536743,7.297632191852959,5.608906472654262,0,0
372,266.848484848485,4.40000009536743,0.0,5.930021518209584,0,3
373,265.9801728,4.40000009536743,16.375953966014894,5.661219702385414,0,0
374,268.293028547786,4.40000009536743,4.947998007934318,5.327765473834766,0,0
375,323.636425343754,4.40000009536743,0.0,4.629017341062732,0,3
376,335.2,4.40000009536743,7.511273835553287,3.9622157867811945,0,0
377,316.316781993765,4.40000009536743,7.4913823018202494,2.0415248776413084,0,0
378,339.1200256,4.40000009536743,7.898366836153902,-0.12760140145388674,0,0
379,286.0,4.40000009536743,3.1594672405626096,0.0004151787700624931,0,0
380,299.099968,4.40000009536743,4.574480276435399,-0.6168255409362331,0,0
381,313.900032,4.40000009536743,5.894936407102022,-0.9295741460517604,0,0
382,297.46004480000005,4.40000009536743,11.780935325606006,0.00043702513196658367,0,0
383,319.2,4.40000009536743,5.178143080608842,-0.5495299114815648,0,0
384,302.602785882353,4.40000009536743,8.624418464079923,0.7596903283633748,0,0
385,287.661948235294,4.40000009536743,6.808362491837688,3.8922076637279694,0,0
386,241.802233662475,4.40000009536743,0.0,5.929237598618486,4,3
387,199.1699712,4.40000009536743,6.988915254990518,7.811754297926552,4,0
388,232.17647058823502,4.40000009536743,6.946358335899695,6.974707270623474,4,0
389,255.8696832,4.40000009536743,0.0,7.925314403716012,0,3
390,321.5100288000001,4.40000009536743,2.8151729232572857,7.725758737828728,0,0
391,397.573778787668,4.40000009536743,7.7630382150284865,7.800301727276987,0,4
392,317.9099008,4.30000019073486,8.698657610017246,7.930824065593091,0,0
393,285.396592941176,4.28970744558895,4.427526641015722,8.920351623769662,0,0
394,364.449856,4.19999980926514,6.254868229307816,9.491286514290016,0,4
395,253.2804608,4.19999980926514,5.5210738223187885,9.830880871494678,0,0
396,209.650112,4.2409996456664985,5.371293734699972,9.989975620968176,4,0
397,212.19073882352902,4.30000019073486,0.5567191774340504,9.994632317234595,4,0
398,239.600128,4.40000009536743,6.766958269413326,9.999920901452288,4,0
399,280.0,4.5,3.333518805578686,9.958168466212241,0,0
