,pwr,spd,porc,viento_aparente,x_tsne,y_tsne,z_tsne
20,0.0,10.3999996185303,-0.8383513170616878,9.997471188263576,-3.245764147506414,-4.219588645340158,4.182190954130846
21,0.0,10.3999996185303,-10.729501003201404,9.990659902194476,3.1432833220168934,-4.456545804408835,5.057240377763566
22,0.0,10.4394709269955,-9.455471774905062,9.998643909317364,3.0450390533676357,-4.57421112371217,5.131735971889211
23,0.0,10.6297716659298,0.0,9.996115014243696,-3.4202192303148675,-5.168936220884091,4.941701426602728
24,0.0,10.6999998092651,-0.84455187850661,9.99422678860032,-3.2294557194007276,-4.354502100297197,4.183063631790844
25,0.0,10.6999998092651,-8.034564579808812,9.998628085774024,2.507473282806823,-0.24607484103693497,6.296668101076441
26,0.0,9.64400380758057,0.0,9.996980664983118,-4.1818137003643345,-4.300559726728134,5.374591890769091
27,0.0,9.26100100196533,-4.563551027052238,9.995978527546821,-1.725854505992751,-1.6322846857779427,4.430893035665843
28,0.0,9.18714331466249,-0.5812096746765781,9.999014589461948,-3.9858157430824215,-3.4257451701117216,5.175816687705004
29,0.0,8.961000811230472,-9.642647006440136,9.998027864245092,3.132762965326571,-4.211799145734946,5.358125501344509
30,0.0,8.76000003814697,-2.6267749903000457,9.999776716674091,-2.0626010105390624,-2.9591117166646557,4.050826468673665
31,0.0,8.811594165983369,-0.4638559950576595,9.999229268860038,-3.995917132366994,-3.285744716901789,5.198166264988089
32,0.0,8.93899880729981,-8.747083046902796,9.997818472059324,3.07620409373571,-4.124987014077447,5.503676411124068
33,0.0,9.0,-4.408064662957754,9.994339617594758,-1.609296793386615,-1.7530972256099082,4.406835874746852
34,0.0,9.02014289844681,0.0,9.992540281301851,-4.473040137123207,-3.643753129143814,5.521645485896057
35,0.0,9.16834431520792,0.0,9.999856796865917,-4.446310228654018,-3.7346520441015687,5.511780780235763
36,0.0,9.60800006866455,-2.6640854325125645,9.99192120946568,-2.696690968569965,-2.910565189676118,3.8344259870815094
37,0.0,9.917001225122071,-6.527651027560417,9.976209795236976,2.0540065006608796,-0.3306792369832957,5.940784666024937
38,0.0,10.1409998268677,-6.472556951918075,9.982509969926172,2.0362561074599665,-0.29481347876634634,6.012398126481374
39,0.0,10.2297713776479,-3.972730598834424,9.988944417332178,-2.9495878754093114,-1.9072133018938993,3.946539544444366
40,0.0,10.376189524110199,0.0,9.992219678741009,-3.566877498383246,-5.052983662133366,5.0395645187580635
41,0.0,11.184706367297599,0.0,9.988189210428283,-2.986247513666869,-5.474343751357947,4.642963548988258
42,0.0,11.4779979960693,0.0,9.994127963906488,-2.863219140648648,-5.552869971604691,4.568099935633705
43,0.0,11.6400001525879,-2.3793396499763664,9.999044994199341,-3.6746808126504527,-3.8593501424336876,2.9480790962336765
44,0.0,11.6999998092651,-7.383245857928318,9.98611461991912,2.5649736284491897,-0.042043796236119604,6.573741379926957
45,0.0,11.688405618938999,-10.638794246339174,9.990588554800416,3.0007286693117687,-4.7211379672192955,4.602815655458012
46,0.0,11.6000003814697,-9.305305152894686,9.999949848278536,2.876721628982926,-4.869433988460403,4.688606629527958
47,0.0,11.6000003814697,-4.452629688482773,9.825634597680812,-3.6126042660567035,-1.419945503703572,4.072987199618649
48,158.044348235294,10.348526677353801,-2.9406196657529335,9.388696459714756,4.436389213734063,-3.9210238788922323,-0.8290318564468188
49,236.80941539724301,9.308396126761009,-5.144775539357583,8.32111999584961,0.8971485586211165,3.3530968281058082,0.25086964823244534
50,202.849728,8.682999156347659,0.0,5.525943097326119,0.04522688068155831,0.030161772175111685,1.8319714247416452
51,162.478184246652,8.2869570659971,0.0,3.8158355685943013,-4.62775010938834,-0.9303704464459953,-2.0580672913239835
52,163.8299904,8.199999809265138,0.0,2.631945828670733,-4.611981138279647,-0.56116773291909,-2.204788954352445
53,193.98516530228198,8.32910487962172,0.0,3.1019466842357035,0.9629902486260385,-4.00841548823577,-6.7341979241474
54,186.588235294118,8.39999961853027,0.0,2.6835511160421004,-1.4168019285617994,-6.571534623236511,1.2134912300493093
55,201.73913850035197,8.41159391942787,-0.6594955387987261,2.4026484779731563,-0.07727965690225877,0.13572099016469166,1.5425552842478085
56,218.51002880000001,8.60000038146973,-2.835846248873904,2.6836961707055917,0.07835070277186904,4.231890595254586,-2.7133243853937734
57,200.800064,8.699999809265138,3.3745689554123146,2.085157032764392,-1.375834635806774,0.48870133402657073,1.7283356358080246
58,184.04348310021098,8.699999809265138,0.0,3.83696423187688,-0.15683839822388934,-4.089075295700963,6.021312205721845
59,186.73913850035197,8.699999809265138,0.0,4.016482291343598,-1.3749543767976422,-6.550449830758705,1.1997988773520298
60,207.049984,8.699999809265138,0.0,4.864206892132083,0.9811686367053231,-2.0694509231998133,3.4172000127776196
61,182.0,8.699999809265138,0.0,5.2345616448040255,-0.34041594316813273,-3.349533058912727,6.1492515280918845
62,213.8299904,8.699999809265138,0.0,5.737851215909039,-1.0250266257904685,4.451248255347282,-4.08121394483044
63,193.70300103921102,8.699999809265138,0.0,5.974487629041043,0.8632735609781291,-4.100850470893821,-6.69882668206291
64,182.114249142857,8.699999809265138,0.0,6.769198201714248,-0.32419253096761075,-3.3979223826587526,6.130733811687607
65,213.89099688236598,8.699999809265138,0.0,7.448677455615028,-1.0202130674036427,4.460991381586823,-4.075207222044367
66,195.4199296,8.699999809265138,0.0,7.584968546393988,0.8678958003981684,-3.7309998797959714,-6.946843866166602
67,207.39131080028199,8.699999809265138,0.0,7.609387113630982,0.9930402068043822,-1.9815289955435023,3.4473001414737827
68,214.320569066766,8.699999809265138,0.0,8.106855375174199,-0.9843179188318758,4.529498179286374,-4.034617225119995
69,208.6,8.699999809265138,0.0,8.197580067449017,1.032243630009671,-1.5829843144219757,3.5406287335039934
70,172.764716955087,8.60000038146973,0.0,8.286011533656135,-1.2090045473833948,-3.7568578979619374,0.9495396756932852
71,173.34782770007098,8.60000038146973,0.0,8.441986155364397,-1.1331138745226006,-3.79205778347697,1.066836061145042
72,204.919239617387,8.60000038146973,-0.8815736033253874,8.711383810612304,0.8807434038354178,-2.3846488206986156,3.1589506531119604
73,219.48010240000002,8.60000038146973,-4.363211149823695,8.682890939506299,0.12722992488243856,4.009023246850122,-2.5957602067718124
74,246.76470588235298,8.60000038146973,0.0,8.56646789006151,3.1918944276178842,4.309303560099845,0.34884947973635816
75,220.0,8.60000038146973,5.3572866060316535,8.706980009552725,2.132921814066835,-1.6659855630873692,1.6364471714562812
76,237.198147162446,8.5,0.0,8.657751511875782,-5.226276052549454,-2.915590507844528,-0.6071861818691514
77,232.304344599859,8.39999961853027,0.0,8.706581176124951,-4.1918616953732455,-4.564483301120415,-1.410043848909875
78,245.308837647059,8.37941046169505,0.0,8.627174999260424,2.725901673779954,4.239299586143669,0.4313684819287861
79,242.0,8.10000038146973,0.0,8.57610047688553,-4.7472993236987575,-1.4753580116132439,-0.3038588013042098
80,265.77953882352904,7.98970542158239,0.5749805481611757,8.764700278278019,3.0201385227060853,0.5248536638416629,3.14926811769291
81,276.573327058824,7.889705516949821,5.279759100258825,8.82939156830315,5.218258225908722,-3.684171487320441,2.136896593551953
82,254.7300224,7.800000190734861,0.0,8.425278057165313,5.679465118953286,3.8641097619712395,0.41357412472944244
83,222.07004159999997,7.7609997219604505,0.0,8.614043919994637,1.0306121730659048,-0.2383619706386994,-1.0209706866149564
84,201.8,7.739999961853029,-2.153779270550469,8.269872466084639,0.07765678580782415,0.18106272743130347,1.1677772689102208
85,173.088376470588,7.800000190734861,2.1432820138871875,8.41903529857273,-1.3395761016665468,-4.256438212561355,1.0975548255684273
86,222.950016,7.900000095367429,0.0,8.05580170108436,1.0267297717268489,-0.3311527165221195,-1.1847361343851286
87,236.522715151515,7.900000095367429,0.0,7.828736408420665,-5.189040618201968,-3.0970631058309284,-0.5810543604670548
88,222.926512941176,7.900000095367429,0.0,7.240924262285103,1.0267683447844596,-0.32820174259955504,-1.1823231183040692
89,234.615428796482,7.900000095367429,0.0,6.767615281032975,-5.044473554365296,-3.8784466708962753,-0.8218963760895379
90,228.3199616,7.900000095367429,6.16222717422827,6.574433428485562,2.9572296848432944,0.696624437227529,-1.339292592390543
91,228.39000319999997,7.900000095367429,0.0,5.536390481410818,-1.8207589680692162,-4.662553760339566,-1.6605330082640568
92,231.202908767113,7.900000095367429,0.0,4.714055531131871,-3.6323033840345604,-4.686292349889023,-1.5242115540134635
93,231.4399872,7.900000095367429,0.0,4.266709880295403,-3.7577876953295624,-4.667989132272072,-1.5024668092208342
94,203.6,7.900000095367429,0.0,3.1446312076689114,0.1853486966534899,0.13901273473928522,1.996368804449449
95,202.94204726746602,7.900000095367429,0.0,2.2801032830342987,0.12572414817966088,0.1897459940120796,1.886337944523833
96,245.750055384615,7.900000095367429,0.0,2.0091878004378905,2.763708267499293,4.315930262562331,0.43865825151398163
97,194.0,7.9115943409793,6.124818728080674,0.1957744170236958,-2.425961751318124,0.8550896463083049,0.7267239847346338
98,212.76811486661998,8.0,0.0,-0.6813769605108878,-1.141958547694033,4.1975692257659,-4.345386412756741
99,209.6,8.0,0.0,-1.5946948413235749,1.14941227556066,-1.2020441737541787,3.677928990028272
100,211.68990719999996,8.0,-6.057877690434906,-2.6533938325094484,-2.2773124622332674,-2.3875466318879974,1.7898062214219062
101,192.26997759999998,8.10000038146973,0.0,-3.782301307534528,1.1193329712985807,-4.630295868672378,-6.240087064851528
102,225.579712833451,8.10000038146973,0.0,-4.266737432102183,-1.145398117006058,-4.550721503960568,-1.6776003633703847
103,227.0,8.10000038146973,0.0,-5.320905275923052,-1.3770153451430005,-4.5963912202544455,-1.6610049911761666
104,195.36064713782102,8.10000038146973,5.859433951896466,-5.1207108045314245,-2.467522025286649,0.7441663059341511,0.8164813162880232
105,235.24635476570302,8.199999809265138,0.0,-5.3281988563526825,-5.184663944870074,-3.5924073434353647,-0.7811625799290804
106,208.340887272727,8.199999809265138,-5.809351511358246,-4.779874506060401,-2.115283502811968,-2.3288267463241072,1.7491032767624615
107,219.7099648,8.199999809265138,0.0,-4.8979161489301815,0.026758292560077276,5.340704705179544,-3.352150334568476
108,197.34782770007098,8.199999809265138,0.0,-4.025608852348353,-0.6538852439218035,0.9017004122126923,0.34969446995678244
109,211.0,8.199999809265138,0.0,-3.075693911928321,1.0461784627184703,-0.8817236324368811,3.5766241046859037
110,176.65998080000003,8.199999809265138,2.4535678376605343,-1.788641418274661,-0.5609503266187318,-4.2127329101417725,2.0481961521704375
111,221.599808,8.199999809265138,3.7104582828272266,-0.2901372708410386,1.892948307117617,-1.6201407946075452,1.277912328086647
112,186.560007168092,8.10000038146973,0.0,0.6185517646624934,-1.4508907812035727,-6.592521330163515,1.2062703172343223
113,211.22986239999997,8.10000038146973,0.0,2.3419609066041254,1.047102278039762,-0.8418970089726866,3.5676809036028443
114,198.8,8.10000038146973,0.0,3.4640017912588505,-0.5795978724387463,0.779631145113334,0.6519448956892155
115,231.80006400000002,8.0,0.0,4.7200335004202625,-3.955535122628736,-4.629720420567432,-1.4609956022167532
116,242.304874146341,7.91524378814697,0.0,4.848737174820785,-4.716244468564209,-1.431672835654618,-0.2958207619654087
117,224.7901952,7.86099981256104,6.5418772666146205,5.703429898123767,3.28838858364451,0.3022082951046215,-0.6567003969631151
118,227.2400512,7.7609997219604505,0.0,6.813471036688135,-1.43008851086348,-4.576131435844247,-1.6301187252139595
119,273.695878009869,7.48695693745647,0.0,6.9768431741097645,4.34312950266191,0.009788303130758114,1.8599729916871772
120,232.9700736,7.2609997219604505,2.5845225039524493,7.78462828608045,-4.192633888682627,-3.909565704928014,-1.6710980234196733
121,247.417447323262,7.1340646314786,4.201964357508468,7.931290663222096,1.2003037402374839,1.768417050917351,-5.1588233620394375
122,288.7599488,6.86099981256104,2.757603711133139,8.589826991158317,5.265385799388071,2.3182034498148725,4.641122985903734
123,262.199936,6.7609997219604505,4.555698690252188,8.713316165666598,4.479903478570662,0.6031343146048836,3.1572188299714896
124,245.73913850035197,6.64782755909101,0.0,8.610872853510724,2.657575790475956,4.519372610644284,0.49003268750770135
125,211.320569066766,6.040457051789679,0.0,9.05261779851944,-1.2768666131361008,4.04328895114078,-5.2115992439376155
126,225.64024320000001,5.86099981256104,8.263884359034101,9.130912801905273,3.766454841256256,0.16237485082611533,-0.9702733783397518
127,347.17189439387704,5.16161677801737,0.0,9.4302589862453,1.075814347190282,-2.6955606249417596,-2.760719462656335
128,327.041002182307,5.06803334119517,7.820864132387959,9.572692702341037,0.2844903054024721,5.289539639629447,2.7765039496131183
129,322.761061439707,5.21492612327291,-6.116662113852135,9.471188367553513,0.6801814309873258,4.5189756170148865,1.9973969356934838
130,303.88007680000004,5.300000190734861,9.646486207253815,9.636831744366123,3.022335651990609,5.592233167807533,3.9013605836522904
131,303.306896813931,5.300000190734861,4.423245821638115,9.688141085927262,3.348714177961334,5.34152672131281,3.496591880798897
132,285.3701632,5.300000190734861,7.424284718425003,9.762437884590085,4.277080207437615,1.9782500208446434,5.795036710196886
133,302.88007680000004,5.300000190734861,2.8710096252552355,9.804918085396643,3.494007562472735,5.167759028656269,3.32010077734972
134,290.154258267135,5.30515444408651,4.149505298095374,9.854348899537436,4.920500444836976,2.8281931857753886,4.711759016368477
135,319.2908544,5.400000095367429,2.6210167722962794,9.907448787499716,0.727919524154471,4.817382259839148,2.2332420085814237
136,274.909090909091,5.43030309677124,10.222851070496944,9.951695752119651,5.791219035295191,-4.430510943997966,0.8873566311086828
137,280.7403264,5.599999904632571,0.0,9.920452144763082,6.0334983815265595,-0.017231983667850358,2.667882177202767
138,269.691218823529,5.699999809265139,0.0,9.9227204898213,2.7292406813288825,0.3862034325808496,2.2219939730439444
139,264.27006719999997,5.7389989980346705,2.4855285795672493,9.935416446448322,3.8833941904458285,0.7984807623599857,3.643951330116587
140,242.7101056,5.800000190734861,4.2097642494966045,9.69155077202606,1.5854773325795275,0.07478430486622784,-3.559560578630741
141,188.0,5.800000190734861,0.0,9.662961939440523,-1.5843776539945689,-6.932876299507469,0.156098352007138
142,211.5193472,5.800000190734861,7.075308318883108,9.733806311202557,-1.6860051524855282,2.1077823291521187,4.708176885334558
143,257.235124705882,5.800000190734861,0.0,9.76831038824252,5.850812953723617,3.218308960162077,1.6897983655243085
144,269.440978823529,5.78970744558895,0.0,9.659862172733666,2.726297408063812,0.3967908070128553,2.294022329222387
145,299.0,5.66100080645752,7.502228514038516,9.729043351648173,3.589603897026844,5.015412809204288,4.379803009051344
146,274.0,5.474683670994611,1.9643730859497983,9.5819318056455,4.704254077941071,-0.34569182229288536,1.7564515331985966
147,275.3097216,5.400000095367429,5.9636124183394905,9.485969311870607,5.138698796850239,-4.017716189001816,1.9733772184358367
148,268.304400252291,5.3869570328239,0.0,9.30392978535784,2.6511991206506904,0.5983017655726849,2.5597055864736054
149,275.25023999999996,5.300000190734861,5.831205182142174,9.31380249855138,5.118947169655916,-4.029810335491484,1.9746683917670245
150,224.6800384,5.199999809265139,5.752742016866572,9.129336594071397,3.4891219713854498,-0.5158585804556006,-0.878167553866961
151,264.655154150023,5.07931049748825,6.063146566791532,9.03615560749886,0.6041361059399518,-6.893730491703729,-2.5422829160962084
152,283.058917647059,5.0,6.382782967031362,8.9989136250721,6.5811611407423145,-1.8157999540811252,2.832807373608857
153,297.89022719999997,4.859000454467769,6.644506500640973,8.738153020295451,3.7401697524900652,4.812884281624413,4.442155421320038
154,294.15982080000003,4.699999809265139,6.8382966630875295,8.635419623457372,4.009659860668316,4.0737235068785855,4.956161018469238
155,229.117773287989,4.59999990463257,6.486316687593696,8.853820487604757,3.445892653277024,0.3984416676975114,-2.1968628906319014
156,229.379325564972,4.5,0.0,9.012625061168283,-2.31337273274104,-4.488273276072827,-0.5059755108715484
157,266.48997119999996,4.5,0.0,8.893442170595428,2.732896089257457,1.044997984169212,2.949975380685035
158,246.089542258903,4.5,0.0,8.946513781476638,2.694015072830776,5.3937847707194555,0.6921892056249562
159,220.21999359999998,4.59999990463257,2.2327788505507886,9.259235712012725,1.7888995239526746,-0.98252252200052,0.34309024663583465
160,226.0,4.59999990463257,9.034289729835823,9.412436355324212,4.311380176652221,-0.26771071505408484,-1.391210508824896
161,237.411708235294,4.59999990463257,0.0,9.242638284621266,-4.250780657130112,-2.827368692849522,0.38730824966125393
162,267.33333333333303,4.699999809265139,5.976161988575548,9.402485464984537,1.716078087131833,-6.8838123485737075,-0.7594134871790453
163,261.899904,4.699999809265139,5.958991204056533,9.499530910173744,-1.1603359438470793,-6.666644990184315,-3.3613554011195537
164,283.8799744,4.699999809265139,2.40175303139078,9.401350403613565,6.418838531676432,-0.861386411782913,3.23503676832698
165,256.470249411765,4.699999809265139,9.870277437898723,9.300126706543946,-2.8549570504502335,-5.594614165589276,-4.661700821041669
166,248.7599488,4.66099952645874,0.0,9.569181951416112,4.076006166684064,5.431125577415674,0.6134442594947853
167,235.0199296,4.59999990463257,0.0,9.662907860819749,-4.406290688220635,-3.9937331967201875,0.3174203815958905
168,231.515308233347,4.59999990463257,6.18293757022663,9.683297239007537,3.005667268908506,0.9742527037829454,-2.9418785314087734
169,230.0,4.59999990463257,5.899151582057392,9.663094565685677,3.065535248141149,0.5671293958553665,-2.4702146453962452
170,230.0,4.59999990463257,0.0,9.601666703058397,-2.5819346701830903,-4.648932053180982,-0.4763563156912254
171,245.985437883763,4.59999990463257,5.995249061447088,9.457301810240644,1.8736670621781788,0.42647059599954523,-4.949547446145799
172,244.039203383237,4.59999990463257,0.0,9.67299699615764,2.221470799583919,5.095330125643248,0.6378524421915532
173,237.810821095601,4.59999990463257,0.0,9.72359341860045,-4.211053188219455,-2.7237826988310796,0.3899297046635946
174,241.58007039999998,4.59999990463257,5.990696370548629,9.70473835526661,2.825199859311893,-1.8978768335258365,-3.6152007213512416
175,243.824586637812,4.59999990463257,5.818797812477585,9.797572115008537,2.1160486495357573,-0.4517761119149394,-4.161078047442096
176,232.299904,4.59999990463257,0.0,9.773596516895037,-3.7300031281242303,-5.0156468763207345,-0.2134351157670891
177,231.386214150836,4.59999990463257,0.0,9.649630387060578,-3.483844131156483,-5.0362439909243095,-0.27438978751738474
178,249.4100608,4.59999990463257,6.271987451799237,9.645626161244953,1.9915532921225831,1.8531463165012187,-5.707937137674009
179,255.0,4.56100090182495,2.377373860270613,9.5782775599341,6.22636763674717,2.4372716647780264,-0.47456139493602206
180,259.2400512,4.5,13.266045722381232,9.289729272583145,-2.911451510961243,-4.580193771204724,-5.461182700961229
181,261.64966400000003,4.5,3.790245943419155,9.041822052701502,4.424423253088857,0.6968136452530206,3.3684347679192146
182,249.0,4.5,0.7445556107477077,8.637377485450699,4.175353069628939,5.485221650793864,0.6391086662002327
183,256.71010559999996,4.5,6.230804988227413,9.013345673861503,5.781533039566079,1.3723055283431977,-0.7518192018265532
184,256.426352941176,4.5,0.6742596508444201,9.004108507173738,6.0482187436607004,3.599844470535901,1.5924611160017799
185,257.150144,4.5,6.377876739643776,9.097515896528938,5.748059228046708,1.30931368481087,-0.6795566727173368
186,256.867595294118,4.5,6.260706200954896,9.166338927091367,5.76932395776163,1.3504350887579166,-0.7205575463832661
187,309.2,4.5,0.0,9.1707750279755,2.33837594480853,5.275853072841405,2.63628097532338
188,288.7200256,4.5,6.445318410650447,9.314404158478839,4.376514794327046,2.5189652611147566,5.46706987527404
189,266.020401499419,4.5,6.338102792999168,9.270963348207227,1.0745577915807503,-6.86100775692726,-1.7036528134037574
190,269.0,4.5,0.0,9.216233632253687,2.570798489774995,0.5717880843155555,2.1946992793460645
191,288.67004160000005,4.45900035910034,7.139329879586392,9.022098430222595,4.26555068817337,2.59326856951433,5.548885262658737
192,338.32983039999993,4.40000009536743,7.333563929855008,9.06046432147822,1.1013724000053522,-2.264915602902051,-3.213323095899851
193,312.6,4.40000009536743,7.6799201993099375,9.092152906854212,1.6291614819126834,5.7527172227882755,2.9659474545848523
194,324.0,4.30000019073486,11.406928184180385,9.28589590101565,0.3903376433055997,5.429933166636787,2.8833461081156018
195,283.161468235294,4.18970711319867,4.882784868474109,9.472489925220877,6.4931486185373375,-1.4127129005758725,2.952437536506384
196,313.764705882353,3.88823537265553,7.285580116286333,9.24678627417138,1.4814849421305636,5.726635287218579,2.932014899786706
197,278.60999680000003,3.5999999046325697,6.42604861060635,9.17414960650652,6.096530732273468,-2.9088300819376793,2.0197351219297617
198,287.2898944,3.5389990028076204,7.400631185316683,9.108181704434726,4.272153228279788,2.231123311770022,5.706981949150489
199,284.2900352,3.5999999046325697,0.0,9.014408424179186,5.922791766129446,1.2502961219237574,4.1546248752136385
200,282.235940571429,3.70000004768372,7.37646224012828,8.938176338611589,6.595042215237055,-2.1651157377671395,2.5332940120825214
201,275.4,3.70000004768372,7.332723129480369,9.160775474156257,5.284593752877416,-4.1336004590366775,1.7867647601568453
202,298.295447272727,3.70000004768372,7.752447715882081,9.141734959840614,3.593321555038621,4.94316086876834,4.500928013670624
203,274.60999680000003,3.70000004768372,7.140814876286986,9.122955828407932,5.119842032039701,-4.3157531545687124,1.7688899060109369
204,274.0,3.70000004768372,10.428859171166142,9.078011255449397,5.605871587496953,-4.6589329766487015,0.7750636314572446
205,327.333314370236,3.70000004768372,4.190610414819292,9.11481849895844,1.0600561188757909,-1.9697192785828044,-3.923409940362556
206,267.1800064,3.70000004768372,9.830546757672872,9.049084449100269,2.1675569875130294,-6.4419272460479595,-1.7353471235536577
207,282.0,3.73900033049011,4.338085969738993,8.870335239475033,6.404755027133606,-1.300969467968344,2.876113931991156
208,285.27006719999997,3.79999995231628,0.0,9.184098206441037,5.875792651844647,1.3845484698197448,4.23937175211382
209,259.60999680000003,3.79999995231628,7.251381041385073,9.153978070233249,-2.087136291017561,-6.319154248867146,-3.6010482220905455
210,245.530263948956,3.79999995231628,0.0,9.158172211792627,2.563974208099532,5.426778946140768,0.7077328844072153
211,222.17647058823502,3.79999995231628,0.8361197096257643,9.00243279672498,1.0504030896755636,-1.5585991808164235,-0.2896735827963276
212,232.72993280000003,3.79999995231628,13.265697096770769,9.152636155923858,4.973141087478967,0.13256075895059166,-4.348626668971031
213,265.3600768,3.79999995231628,2.5370026529559517,8.928729535361411,3.873895397276099,0.7203529745109247,3.9483578458346362
214,207.30878117647097,3.79999995231628,3.8269704518994647,9.139633456312312,-2.4140273689084224,0.3947939873704123,4.741210201651773
215,223.75007999999997,3.9000000953674303,0.6754298979137486,8.833067084131931,0.8559925423834961,-1.8917243548329679,-0.49435970829686177
216,273.604022507794,4.0,6.118522038545057,8.426860205510597,4.816700217009526,-4.562820753782157,1.7896458457921138
217,277.921007274478,4.0,7.169414689121845,8.23640430303777,6.002221570704565,-3.211656588854073,1.9015309323690428
218,303.72048941176496,4.01029269606646,7.489644034474769,7.492755264220568,3.1372070454094194,5.534193232214422,3.773281432597577
219,278.5800704,4.099999904632569,7.415747217213608,7.2970834849251665,6.094619640833162,-3.0769617708080026,1.9437794979595733
220,291.25769903429403,4.099999904632569,7.314689990994908,7.845453935304249,4.087490167312483,3.4215547680018745,5.311304683051157
221,286.931810909091,4.099999904632569,2.213935656728979,8.146980479168118,5.540235520303795,1.663479093603458,4.610988953669559
222,287.2801024,4.099999904632569,4.6564634319251015,7.679717481949773,4.808540286002431,1.9833824690311503,5.261879672649479
223,249.411764705882,4.099999904632569,0.0,8.265943950428339,4.336067617730039,5.529045245081908,0.685545449239596
224,181.8,4.099999904632569,6.311219180935102,8.486868957423784,-3.6491167300106806,3.17599967895556,0.6052675950533457
225,215.524712949586,4.19999980926514,5.939841863945001,8.686225621009411,-1.0020074819609144,2.843444806772941,3.745743383055354
226,189.4,4.239999961853029,0.0,8.570479433930974,-1.5150809445287656,-7.080771087751195,-0.7143046594155125
227,224.57160852516301,4.30317579062394,0.1938414071843725,8.738917592078032,0.640997606308642,-2.1095921811049316,-0.6707032763675822
228,234.2096256,4.40000009536743,6.525056935998986,7.912576380568277,-0.03952563739182831,-4.308258186959143,-4.273441197710333
229,267.0,4.40000009536743,13.82083855406478,5.256977914164919,3.9827533048738752,-5.9098656676898385,-1.3354172196210452
230,266.0,4.40000009536743,7.274225625295402,5.027895417818992,1.083637335965279,-6.790492290768905,-1.839859500067761
231,261.681297072682,4.41449197484262,0.0,5.639164107524737,4.323072095863747,2.034437551435491,2.758166434076205
232,257.1397504,4.5,2.8838037223748483,5.289409660638436,5.837944554597108,1.9748054082470363,-0.18273437074162435
233,219.21999359999998,4.5,4.184951012537511,4.778103735589621,2.3308836624973015,-0.8635074629515602,0.6935974764037509
234,228.463761663606,4.5,6.9818918628426685,4.477252027462086,3.6479535605982996,0.28237819629698474,-2.024237967833563
235,241.24639186732497,4.5,0.0,1.8688083599300127,-3.514939708348288,-1.2694989203914553,0.1917481037398982
236,244.850048,4.5,7.430415224730211,2.7065108595083713,2.2332341347390012,-0.5742117399034605,-4.733781944006876
237,249.34001919999997,4.5,0.0,3.2876172531428143,4.278108456665033,5.487096443572049,0.6564664472889666
238,275.0,4.5,1.9354897304290024,2.0985752948138527,5.013629721164843,-0.4521036266228277,1.8103754380436121
239,247.39131080028199,4.5,6.446413566175552,3.0998988025392165,1.8463287304153535,0.9608504402464748,-5.344065983817475
240,292.511490658954,4.5,13.909031145342546,3.5698862878777278,3.4715432348281814,3.5182195979214868,5.996824107461667
241,259.3799424,4.5,0.0,6.771845207713555,4.839635780698334,2.3856804649740617,2.4283519063795778
242,227.32011519999998,4.46100099719238,7.1274448988796175,8.384379279706456,3.8358676427785467,-0.038649777899309,-1.6508634834466764
