,timeoffset,hr,spd,pwr,cad,dist,lat,lon,alt,temp,prueba,dist_c,ele_gain,porc,spd_c,bearing,wind,mult,viento_aparente,spd_prev,ele_prev,timeoffset_prev,new_ele,time_seg,tramo,tramos_100,altura,peso,tpo_bici,tpo_entreno
2234,32971,,3.79999995231628,317.029151555461,72.0,30492.0,40.740343,-4.026965,1340.0,17.7000007629395,20180406_LEVS_195_90_R_E,11.912161699020057,1.0,8.394781948622004,3.970720566340019,36.838143116877696,233.1618568831223,-0.5995565310080923,-5.995565310080923,5.534006660662834,1339.0,32968,1339.4941786766256,5106,51,304,195,90,R,E
2235,32974,,3.79999995231628,282.159997952026,70.0,30502.0,40.740427,-4.026921,1340.07999897601,17.7000007629395,20180406_LEVS_195_90_R_E,10.520598315092805,0.07999897601007433,0.7604032927985488,3.506866105030935,39.60518778668418,230.39481221331582,-0.6374937524548282,-6.374937524548282,3.970720566340019,1340.0,32971,1340.2471027517095,5109,51,304,195,90,R,E
2236,32977,,3.79999995231628,267.6899072,71.0,30512.0,40.740508,-4.026864,1342.0,17.7000007629395,20180406_LEVS_195_90_R_E,10.983360262735692,1.9200010239899257,17.480998328936717,3.661120087578564,48.02340531242316,221.97659468757683,-0.7434181031596848,-7.434181031596848,3.506866105030935,1340.07999897601,32974,1341.0782757832571,5112,51,305,195,90,R,E
2237,32981,,3.70000004768372,260.9699456,73.0,30522.0,40.740591,-4.026808,1342.0,17.7000007629395,20180406_LEVS_195_90_R_E,11.103924437074056,0.0,0.0,2.775981109268514,46.81997173818773,223.18002826181225,-0.7292071974875132,-7.292071974875132,3.661120087578564,1342.0,32977,1341.9082109655267,5116,51,305,195,90,R,E
2238,32983,,3.70000004768372,259.151530823335,74.0,30533.0,40.740676,-4.026748,1343.0,17.7000007629395,20180406_LEVS_195_90_R_E,11.537513282858264,1.0,8.667378970525125,5.768756641429132,48.107378222505034,221.89262177749498,-0.7443975397131176,-7.443975397131176,2.775981109268514,1342.0,32981,1342.7031471850019,5118,51,305,195,90,R,E
2239,32986,,3.70000004768372,270.060586470832,73.0,30544.0,40.740757,-4.026684,1343.39394135292,17.7000007629395,20180406_LEVS_195_90_R_E,11.445141009092021,0.39394135291991006,3.441996499710777,3.815047003030674,51.289999418946834,218.71000058105318,-0.7803212636803303,-7.803212636803303,5.768756641429132,1343.0,32983,1343.5006198142335,5121,51,305,195,90,R,E
2240,32989,,3.70000004768372,262.8,73.0,30555.0,40.740843,-4.026619,1344.0,17.7000007629395,20180406_LEVS_195_90_R_E,11.952628306750293,0.6060586470800899,5.07050526065314,3.984209435583431,50.04079236289834,219.95920763710166,-0.7665018886672892,-7.665018886672891,3.815047003030674,1343.39394135292,32986,1344.2618885818863,5124,51,305,195,90,R,E
2241,32992,,3.70000004768372,253.30446880739,73.0,30565.0,40.740927,-4.026554,1345.0,17.7000007629395,20180406_LEVS_195_90_R_E,11.775936672532406,1.0,8.49189349270635,3.925312224177469,50.70086429240554,219.29913570759447,-0.7738497640294257,-7.738497640294257,3.984209435583431,1344.0,32989,1344.9789340639306,5127,51,305,195,90,R,E
2242,32995,,3.70000004768372,251.257470914759,72.0,30576.0,40.741011,-4.026483,1345.39604085874,17.7000007629395,20180406_LEVS_195_90_R_E,12.19223728011772,0.39604085873997974,3.248303405198786,4.064079093372573,53.1534838123359,216.8465161876641,-0.8002447834378654,-8.002447834378653,3.925312224177469,1345.0,32992,1345.6908864101074,5130,51,305,195,90,R,E
2243,32998,,3.70000004768372,238.711352449823,72.0,30589.0,40.741103,-4.026407,1346.0,17.7000007629395,20180406_LEVS_195_90_R_E,13.228782291303453,0.6039591412600203,4.5654930889372975,4.409594097101151,52.51870438990183,217.4812956100982,-0.7935520301226575,-7.935520301226575,4.064079093372573,1345.39604085874,32995,1346.4393165964743,5133,51,305,195,90,R,E
2244,33001,,3.70000004768372,268.818369880017,70.0,30599.0,40.741179,-4.026335,1347.38384360778,17.7000007629395,20180406_LEVS_195_90_R_E,11.602377048055617,1.3838436077799088,11.927242168119507,3.867459016018539,56.22951734970019,213.7704826502998,-0.8312709485474785,-8.312709485474786,4.409594097101151,1346.0,32998,1347.169811150379,5136,51,305,195,90,R,E
2245,33004,,3.70000004768372,252.474878465039,73.0,30610.0,40.741257,-4.026257,1348.0,17.7000007629395,20180406_LEVS_195_90_R_E,12.223678343862975,0.6161563922200912,5.040679040196104,4.074559447954325,57.6432333379131,212.3567666620869,-0.8447320007571141,-8.447320007571141,3.867459016018539,1347.38384360778,33001,1347.8748651722592,5139,51,305,195,90,R,E
2246,33007,,3.70000004768372,255.246391867325,73.0,30620.0,40.741333,-4.026181,1348.0,17.7115948426942,20180406_LEVS_195_90_R_E,11.910251244515948,0.0,0.0,3.9700837481719824,57.64084203839718,212.35915796160282,-0.8447096633239021,-8.44709663323902,4.074559447954325,1348.0,33004,1348.5655376814925,5142,51,306,195,90,R,E
2247,33011,,3.70000004768372,279.62375484754,76.0,30632.0,40.741403,-4.026082,1349.0,17.7999992370605,20180406_LEVS_195_90_R_E,13.426431432553946,1.0,7.44799543365919,3.3566078581384864,65.86450590969633,204.13549409030367,-0.9125810459689988,-9.125810459689989,3.9700837481719824,1348.0,33007,1349.2541856066623,5146,51,306,195,90,R,E
2248,33013,,3.70000004768372,243.035686911733,75.0,30641.1557623325,40.741476,-4.025985,1349.83234203023,17.7999992370605,20180406_LEVS_195_90_R_E,13.444920772124071,0.8323420302299382,6.190754444278085,6.7224603860620356,64.50074521464795,205.49925478535204,-0.9025908836942447,-9.025908836942447,3.3566078581384864,1349.0,33011,1349.9889432383952,5148,51,306,195,90,R,E
2249,33016,,3.70000004768372,238.862725413179,75.0,30654.0,40.741537,-4.02589,1351.0,17.7999992370605,20180406_LEVS_195_90_R_E,12.499663522882587,1.1676579697700618,9.34151521464943,4.166554507627529,67.85409451300954,202.14590548699044,-0.9262269019316888,-9.262269019316888,6.7224603860620356,1349.83234203023,33013,1350.7211706737687,5151,51,306,195,90,R,E
2250,33019,,3.70000004768372,233.0,74.0,30665.0,40.741613,-4.025801,1352.0,17.7999992370605,20180406_LEVS_195_90_R_E,12.964680975044931,1.0,7.713263457271723,4.321560325014977,61.572511740040184,208.42748825995983,-0.8794202858650284,-8.794202858650284,4.166554507627529,1351.0,33016,1351.4589577095257,5154,51,306,195,90,R,E
2251,33022,,3.70000004768372,233.579702079507,73.0,30676.0,40.741678,-4.025705,1352.1159404159,17.7999992370605,20180406_LEVS_195_90_R_E,12.837138995397927,0.11594041590001325,0.9031639833577989,4.279046331799309,66.768118213542,203.23188178645802,-0.9189159910903743,-9.189159910903742,4.321560325014977,1352.0,33019,1352.1992584791028,5157,51,306,195,90,R,E
2252,33026,,3.70000004768372,235.6899712,73.0,30687.0,40.741758,-4.025624,1353.0,17.7999992370605,20180406_LEVS_195_90_R_E,12.61538087756179,0.8840595840999868,7.007791462502806,3.1538452193904476,57.9442406926871,212.05575930731288,-0.847531985965626,-8.47531985965626,4.279046331799309,1352.1159404159,33022,1353.0087734047058,5161,51,306,195,90,R,E
2253,33028,,3.70000004768372,258.3899904,73.0,30699.0,40.741841,-4.025546,1354.0,17.7999992370605,20180406_LEVS_195_90_R_E,12.623200355603101,1.0,7.921921318123789,6.311600177801551,55.99005181420295,214.00994818579704,-0.8289404681799307,-8.289404681799308,3.1538452193904476,1353.0,33026,1353.7424744670107,5163,51,306,195,90,R,E
2254,33031,,3.70000004768372,263.900090585061,72.0,30709.0,40.741911,-4.025465,1354.30000393848,17.7999992370605,20180406_LEVS_195_90_R_E,11.85962968759164,0.3000039384799038,2.529623153358562,3.95320989586388,61.27509100911598,208.72490899088402,-0.8769373065826588,-8.769373065826588,6.311600177801551,1354.0,33028,1354.510827442394,5166,51,306,195,90,R,E
2255,33034,,3.70000004768372,283.959958109226,73.0,30720.0,40.74199,-4.025386,1355.0,17.7999992370605,20180406_LEVS_195_90_R_E,12.380398639958429,0.6999960615200962,5.654067222527227,4.126799546652809,57.615692531703296,212.3843074682967,-0.8444746494751575,-8.444746494751575,3.95320989586388,1354.30000393848,33031,1355.2605827177654,5169,51,307,195,90,R,E
2256,33037,,3.70000004768372,266.0,72.0,30731.0,40.74207,-4.025308,1356.0,17.7999992370605,20180406_LEVS_195_90_R_E,12.382051347480832,1.0,8.076206211206298,4.127350449160278,56.95358437508897,213.04641562491102,-0.8382290777297798,-8.382290777297799,4.126799546652809,1355.0,33034,1355.996290086202,5172,51,307,195,90,R,E
2257,33040,,3.70000004768372,234.2,73.0,30743.0,40.742155,-4.025232,1357.0,17.7999992370605,20180406_LEVS_195_90_R_E,12.6381329852924,1.0,7.912561144622769,4.212710995097466,54.645140533350926,215.3548594666491,-0.8155839299148818,-8.155839299148818,4.127350449160278,1356.0,33037,1356.7341082023486,5175,51,307,195,90,R,E
2258,33043,,3.70000004768372,255.545407529996,73.0,30754.0,40.742238,-4.025151,1357.0,17.7999992370605,20180406_LEVS_195_90_R_E,12.852158041790563,0.0,0.0,4.284052680596854,56.972812518568446,213.02718748143155,-0.8384120362880197,-8.384120362880198,4.212710995097466,1357.0,33040,1357.4889201607298,5178,51,307,195,90,R,E
2259,33046,,3.70000004768372,270.726188711785,71.0,30765.0,40.742315,-4.025074,1358.0,17.7999992370605,20180406_LEVS_195_90_R_E,12.066973093664085,1.0,8.287082371345159,4.022324364554695,57.605851018335336,212.39414898166467,-0.8443826394823262,-8.443826394823262,4.284052680596854,1357.0,33043,1358.2148152421812,5181,51,307,195,90,R,E
2260,33051,,3.70000004768372,280.399969280393,70.0,30778.0,40.742411,-4.024981,1359.0,17.7999992370605,20180406_LEVS_195_90_R_E,14.812323755763003,1.0,6.751135179656952,2.9624647511526008,56.77436799613524,213.22563200386475,-0.8365192702844187,-8.365192702844187,4.022324364554695,1358.0,33046,1358.9989740365106,5186,51,307,195,90,R,E
2261,33053,,3.70000004768372,260.6,73.0,30790.0,40.742493,-4.024895,1360.0,17.7999992370605,20180406_LEVS_195_90_R_E,13.166382183365986,1.0,7.595100811089702,6.583191091682993,58.821966699098226,211.17803330090177,-0.8555628043008826,-8.555628043008825,2.9624647511526008,1359.0,33051,1359.7566217097974,5188,51,307,195,90,R,E
2262,33056,,3.70000004768372,242.323386429458,75.0,30802.0,40.742581,-4.024814,1361.0,17.7999992370605,20180406_LEVS_195_90_R_E,13.255993707060572,1.0,7.543757353078461,4.418664569020191,55.41261890013457,214.58738109986544,-0.8232614112458252,-8.232614112458252,6.583191091682993,1360.0,33053,1360.4805219898967,5191,51,307,195,90,R,E
2263,33059,,3.70000004768372,234.116516919559,74.0,30813.0,40.742664,-4.024734,1361.0,17.7999992370605,20180406_LEVS_195_90_R_E,12.775341971645881,0.0,0.0,4.258447323881961,56.6333771948545,213.36662280514548,-0.8351683997115003,-8.351683997115003,4.418664569020191,1361.0,33056,1361.1617558758983,5194,51,308,195,90,R,E
2264,33062,,3.70000004768372,225.18744,75.0,30825.0,40.742754,-4.02466,1362.0,17.7999992370605,20180406_LEVS_195_90_R_E,12.916815786501665,1.0,7.741846106104728,4.305605262167222,52.329872264944264,217.67012773505573,-0.7915422568882317,-7.915422568882317,4.258447323881961,1361.0,33059,1361.8614593274365,5197,51,308,195,90,R,E
2265,33066,,3.70000004768372,220.115460245613,75.0,30837.0,40.742846,-4.024593,1363.0,17.7999992370605,20180406_LEVS_195_90_R_E,12.619978448213017,1.0,7.923943801517344,3.154994612053254,48.91997550373566,221.08002449626434,-0.7537925326943656,-7.537925326943657,4.305605262167222,1362.0,33062,1362.5777782196208,5201,51,308,195,90,R,E
2266,33068,,3.70000004768372,240.1397504,74.0,30848.0,40.74294,-4.024537,1363.0,17.7999992370605,20180406_LEVS_195_90_R_E,12.137002442860172,0.0,0.0,6.068501221430086,43.17747612354313,226.82252387645687,-0.6842604839526905,-6.842604839526905,3.154994612053254,1363.0,33066,1363.3366638012155,5203,51,308,195,90,R,E
2267,33071,,3.70000004768372,256.606123293339,72.0,30858.0,40.743026,-4.024485,1363.38384360778,17.7999992370605,20180406_LEVS_195_90_R_E,11.14751940287004,0.3838436077799088,3.44330961811185,3.71583980095668,43.600220083592134,226.39977991640785,-0.6896223254074518,-6.896223254074519,6.068501221430086,1363.0,33068,1364.0413461837907,5206,51,308,195,90,R,E
2268,33074,,3.70000004768372,246.469456525998,70.0,30869.0,40.74312,-4.024443,1365.0,17.7999992370605,20180406_LEVS_195_90_R_E,11.424981555429671,1.6161563922200912,14.14581182804641,3.8083271851432237,35.13223778585158,234.86776221414843,-0.575465497444844,-5.75465497444844,3.71583980095668,1363.38384360778,33071,1364.7718177853858,5209,51,308,195,90,R,E
2269,33077,,3.70000004768372,245.49538494058,73.0,30880.0,40.74321,-4.024398,1365.35780215135,17.7999992370605,20180406_LEVS_195_90_R_E,11.164487567756339,0.3578021513499152,3.2048237698187574,3.72149585591878,38.21631587482088,231.78368412517912,-0.6186321553972408,-6.186321553972408,3.8083271851432237,1365.0,33074,1365.4709836045101,5212,51,308,195,90,R,E
2270,33081,,3.70000004768372,230.428649795202,72.0,30890.0,40.743298,-4.024368,1366.14286497952,17.7999992370605,20180406_LEVS_195_90_R_E,10.319857005169016,0.785062828170112,7.607303354851615,2.579964251292254,28.2279078281981,241.7720921718019,-0.47297997715609064,-4.729799771560907,3.72149585591878,1365.35780215135,33077,1366.1451624378517,5216,51,308,195,90,R,E
2271,33083,,3.70000004768372,268.7099648,73.0,30901.0,40.743395,-4.024341,1367.0,17.7999992370605,20180406_LEVS_195_90_R_E,11.177668320976263,0.8571350204799728,7.668281039181078,5.5888341604881315,23.667298962679396,246.3327010373206,-0.40142510524445074,-4.014251052444507,2.579964251292254,1366.14286497952,33081,1366.790197007105,5218,51,308,195,90,R,E
2272,33086,,3.70000004768372,262.7101056,73.0,30912.0,40.743488,-4.024311,1368.0,17.7999992370605,20180406_LEVS_195_90_R_E,10.847090845577243,1.0,9.21906172112255,3.615696948525748,26.927025002212496,243.0729749977875,-0.4528552978075425,-4.5285529780754255,5.5888341604881315,1367.0,33083,1367.3964119971151,5221,51,309,195,90,R,E
2273,33089,,3.70000004768372,266.681148666197,75.0,30923.0,40.743585,-4.024276,1368.0,17.7999992370605,20180406_LEVS_195_90_R_E,11.445755318208413,0.0,0.0,3.8152517727361377,29.601698547137005,240.398301452863,-0.4939676427530792,-4.939676427530792,3.615696948525748,1368.0,33086,1368.0067749537213,5224,51,309,195,90,R,E
2274,33092,,3.70000004768372,259.213650146642,72.0,30934.0,40.743676,-4.024235,1369.0,17.7999992370605,20180406_LEVS_195_90_R_E,11.075712886430388,1.0,9.028764200137115,3.691904295476796,35.350594381274014,234.64940561872598,-0.5785780799384961,-5.785780799384961,3.8152517727361377,1368.0,33089,1368.610388219162,5227,51,309,195,90,R,E
2275,33095,,3.70000004768372,251.478184246652,71.0,30945.0,40.743768,-4.024186,1369.0,17.7999992370605,20180406_LEVS_195_90_R_E,11.564261656240715,0.0,0.0,3.854753885413572,39.98050437283666,230.01949562716334,-0.6425269159896808,-6.425269159896808,3.691904295476796,1369.0,33092,1369.2332613196584,5230,51,309,195,90,R,E
2276,33098,,3.70000004768372,257.6,72.0,30955.0,40.743854,-4.024138,1370.0,17.7999992370605,20180406_LEVS_195_90_R_E,10.925937669939305,1.0,9.152532535045617,3.641979223313102,41.30472284444195,228.69527715555805,-0.6600635918093265,-6.600635918093265,3.854753885413572,1369.0,33095,1369.8824728273614,5233,51,309,195,90,R,E
2277,33101,,3.70000004768372,255.0,71.0,30966.0,40.743938,-4.024089,1370.4,17.7999992370605,20180406_LEVS_195_90_R_E,10.787471923666448,0.40000000000009095,3.7080050157306816,3.5958239745554827,42.560548465722285,227.4394515342777,-0.676368962866668,-6.763689628666681,3.641979223313102,1370.0,33098,1370.606157032897,5236,51,309,195,90,R,E
2278,33104,,3.6620006333252,274.1201664,70.0,30976.0,40.744024,-4.024033,1372.0,17.7999992370605,20180406_LEVS_195_90_R_E,11.381991578379862,1.599999999999909,14.057293831064815,3.7939971927932876,45.70695015946915,224.29304984053084,-0.7157774484235108,-7.157774484235108,3.5958239745554827,1370.4,33101,1371.381031749807,5239,51,309,195,90,R,E
2279,33107,,3.59999990463257,263.748111741888,70.0,30986.0,40.744108,-4.023985,1372.3053457491,17.7999992370605,20180406_LEVS_195_90_R_E,10.732356133855221,0.30534574910006995,2.8450951989643416,3.5774520446184073,41.968923951545364,228.03107604845462,-0.6687274415399155,-6.687274415399155,3.7939971927932876,1372.0,33104,1372.1397410334066,5242,51,309,195,90,R,E
2280,33110,,3.59999990463257,269.2,69.0,30997.0,40.744194,-4.023925,1373.0,17.7999992370605,20180406_LEVS_195_90_R_E,11.628563619851507,0.69465425089993,5.9736892157004045,3.8761878732838357,47.67592331168444,222.32407668831556,-0.7393482180587101,-7.393482180587101,3.5774520446184073,1372.3053457491,33107,1372.9038738929394,5245,51,309,195,90,R,E
2281,33113,,3.59999990463257,256.0,71.0,31008.0,40.744284,-4.023873,1373.0,17.7999992370605,20180406_LEVS_195_90_R_E,11.530335614825976,0.0,0.0,3.843445204941992,42.27994197091965,227.72005802908035,-0.672753543220094,-6.7275354322009395,3.8761878732838357,1373.0,33110,1373.695345768329,5248,51,309,195,90,R,E
2282,33116,,3.59999990463257,238.454476106744,70.0,31019.0,40.744372,-4.023821,1374.0,17.7999992370605,20180406_LEVS_195_90_R_E,11.338371490650877,1.0,8.819608713866502,3.7794571635502923,42.91971412211642,227.08028587788357,-0.6809728793387346,-6.809728793387347,3.843445204941992,1373.0,33113,1374.4574120692716,5251,51,310,195,90,R,E
2283,33119,,3.59999990463257,223.0,69.0,31029.0,40.744456,-4.023773,1374.0,17.7999992370605,20180406_LEVS_195_90_R_E,10.732358216955841,0.0,0.0,3.5774527389852806,41.961584221724465,228.03841577827552,-0.6686321909018897,-6.686321909018897,3.7794571635502923,1374.0,33116,1375.203252719315,5254,51,310,195,90,R,E
2284,33123,,3.59999990463257,229.690559763532,70.0,31042.0,40.744566,-4.023721,1375.37114354332,17.7999992370605,20180406_LEVS_195_90_R_E,13.500901825893376,1.3711435433199313,10.155940403108595,3.375225456473344,36.64236198586715,233.35763801413285,-0.5968182799715378,-5.968182799715378,3.5774527389852806,1374.0,33119,1376.0406300470424,5258,51,310,195,90,R,E
2285,33127,,3.59999990463257,332.0,64.0,31054.0,40.744664,-4.023663,1376.0,17.7999992370605,20180406_LEVS_195_90_R_E,12.631925660406365,0.6288564566800687,4.978310303480987,3.1579814151015912,42.95893370930072,227.0410662906993,-0.6814739930262933,-6.814739930262933,3.375225456473344,1375.37114354332,33123,1376.8591757150753,5262,51,310,195,90,R,E
2286,33131,,3.5,256.279378823529,71.0,31067.0,40.744775,-4.023604,1377.10294588235,17.7999992370605,20180406_LEVS_195_90_R_E,13.946350701209958,1.1029458823500136,7.9084909449059255,3.4865876753024896,39.90321036247173,230.09678963752827,-0.6414926158961068,-6.414926158961069,3.1579814151015912,1376.0,33127,1377.7059569694716,5266,51,310,195,90,R,E
2287,33136,,3.5,256.0,66.0,31079.0,40.744874,-4.023545,1379.0,17.7999992370605,20180406_LEVS_195_90_R_E,12.783799590346426,1.8970541176499864,14.839517032811827,2.556759918069285,43.1532507485169,226.8467492514831,-0.6839520919522583,-6.839520919522583,3.4865876753024896,1377.10294588235,33131,1378.5699729014284,5271,51,310,195,90,R,E
2288,33139,,3.4609997171936,263.8799744,68.0,31092.0,40.74498,-4.023499,1380.3900032,17.7999992370605,20180406_LEVS_195_90_R_E,12.823029560093778,1.39000319999991,10.83989702656308,4.274343186697926,34.318712683648336,235.68128731635167,-0.5637958208806779,-5.637958208806779,2.556759918069285,1379.0,33136,1379.4025653646504,5274,51,310,195,90,R,E
2289,33142,,3.40000009536743,232.576644103368,67.0,31103.0,40.745077,-4.023451,1381.0,17.7999992370605,20180406_LEVS_195_90_R_E,12.00830661419816,0.6099968000000899,5.079790345117047,4.002768871399387,37.8960040745902,232.1039959254098,-0.6142301662593646,-6.1423016625936455,4.274343186697926,1380.3900032,33139,1380.2518686497638,5277,51,310,195,90,R,E
2290,33146,,3.40000009536743,251.899968,67.0,31115.0,40.745174,-4.02341,1382.0,17.7999992370605,20180406_LEVS_195_90_R_E,11.686807578727773,1.0,8.556656668329094,2.9217018946819433,33.61661089353537,236.38338910646462,-0.5536330021650193,-5.536330021650193,4.002768871399387,1381.0,33142,1381.1503430662033,5281,51,311,195,90,R,E
2291,33148,,3.40000009536743,267.4,73.0,31127.0,40.745273,-4.023348,1383.0,17.7999992370605,20180406_LEVS_195_90_R_E,12.95624596039826,1.0,7.718285088570989,6.47812298019913,44.56603835125098,225.433961648749,-0.7017308815086247,-7.017308815086247,2.9217018946819433,1382.0,33146,1381.9355519568337,5283,51,311,195,90,R,E
2292,33151,,3.5,249.6,75.0,31139.0,40.74537,-4.023291,1383.0,17.7000007629395,20180406_LEVS_195_90_R_E,12.480176982529636,0.0,0.0,4.160058994176546,42.74219854121689,227.25780145878312,-0.6787007530491709,-6.787007530491708,6.47812298019913,1383.0,33148,1382.7490890938072,5286,51,311,195,90,R,E
2293,33154,,3.70000004768372,229.411698269479,75.0,31151.0,40.745465,-4.023224,1383.38235847754,17.7000007629395,20180406_LEVS_195_90_R_E,12.891164994164823,0.3823584775400377,2.9660506068544774,4.297054998054941,47.959996760606096,222.0400032393939,-0.7426774652664969,-7.426774652664969,4.160058994176546,1383.0,33151,1383.5408599666166,5289,51,311,195,90,R,E
2294,33157,,3.79999995231628,224.4600448,71.0,31162.0,40.745554,-4.023151,1384.0,17.7000007629395,20180406_LEVS_195_90_R_E,12.760864692177721,0.6176415224599623,4.840122807967474,4.25362156405924,52.211571516525794,217.7884284834742,-0.7902787796202887,-7.902787796202887,4.297054998054941,1383.38235847754,33154,1384.4134861750194,5292,51,311,195,90,R,E
2295,33160,,3.8142864707053,259.000054856641,69.0,31173.0,40.745639,-4.023091,1385.14286497952,17.7000007629395,20180406_LEVS_195_90_R_E,11.537547390618679,1.1428649795200272,9.905614606179688,3.845849130206226,47.980503443822094,222.0194965561779,-0.7429170912982237,-7.4291709129822365,4.25362156405924,1384.0,33157,1385.218268302011,5295,51,311,195,90,R,E
2296,33163,,3.79999995231628,267.5100288,68.0,31183.0,40.745713,-4.023018,1386.0,17.7000007629395,20180406_LEVS_195_90_R_E,11.519085460649539,0.8571350204799728,7.440998883184261,3.839695153549846,57.18701453049192,212.81298546950808,-0.8404438095945085,-8.404438095945086,3.845849130206226,1385.14286497952,33160,1386.0249526938462,5298,51,311,195,90,R,E
2297,33166,,3.70000004768372,264.080846607364,67.0,31194.0,40.74579,-4.02294,1387.0,17.7000007629395,20180406_LEVS_195_90_R_E,12.145267959166395,1.0,8.233659424906062,4.048422653055465,57.87247153993198,212.12752846006802,-0.8468665066496944,-8.468665066496945,3.839695153549846,1386.0,33163,1386.7944019629363,5301,51,311,195,90,R,E
2298,33170,,3.70000004768372,255.831673130053,64.0,31207.0,40.745883,-4.022848,1388.0,17.7000007629395,20180406_LEVS_195_90_R_E,14.496600600091373,1.0,6.89816894033555,3.6241501500228432,57.254403311287575,212.74559668871242,-0.8410805856021727,-8.410805856021726,4.048422653055465,1387.0,33166,1387.5717167261282,5305,51,311,195,90,R,E
2299,33174,,3.59999990463257,246.699946830507,65.0,31210.5999291073,40.745968,-4.022761,1388.0,17.6000003814697,20180406_LEVS_195_90_R_E,13.47766744387411,0.0,0.0,3.3694168609685273,58.133409563933995,211.86659043606602,-0.8492796793158378,-8.492796793158378,3.6241501500228432,1388.0,33170,1388.3042121821275,5309,51,312,195,90,R,E
2300,33177,,3.5884056590207,279.840574333098,68.0,31230.0,40.746039,-4.022676,1389.0,17.6000003814697,20180406_LEVS_195_90_R_E,12.268221637736112,1.0,8.15114064229225,4.0894072125787035,62.00852571839552,207.9914742816045,-0.8830174413239575,-8.830174413239575,3.3694168609685273,1388.0,33174,1389.0412736098342,5312,51,312,195,90,R,E
2301,33181,,3.5,262.4799744,66.0,31243.0,40.746122,-4.022567,1389.3800064,17.6000003814697,20180406_LEVS_195_90_R_E,15.173358381902634,0.38000639999995656,2.504431717985339,3.7933395954756586,64.14491233837198,205.85508766162803,-0.8998998975763858,-8.998998975763858,4.0894072125787035,1389.0,33177,1389.7871637215235,5316,51,312,195,90,R,E
2302,33184,,3.5,255.714379754242,64.0,31254.0,40.746194,-4.022475,1390.0,17.6000003814697,20180406_LEVS_195_90_R_E,12.939205201911756,0.6199936000000434,4.791589516707255,4.313068400637252,63.521438847241,206.478561152759,-0.8951012565644635,-8.951012565644636,3.7933395954756586,1389.3800064,33181,1390.5442185122026,5319,51,312,195,90,R,E
2303,33188,,3.5,245.663179342502,64.0,31267.0,40.746282,-4.022373,1392.0,17.6000003814697,20180406_LEVS_195_90_R_E,14.923594202670548,2.0,13.401597315223862,3.730898550667637,61.224840687427445,208.77515931257255,-0.8765154628437752,-8.765154628437752,4.313068400637252,1390.0,33184,1391.4032945690478,5323,51,312,195,90,R,E
2304,33192,,3.5,249.537976802347,64.0,31280.0,40.746364,-4.022266,1392.0,17.6000003814697,20180406_LEVS_195_90_R_E,14.930295718615996,0.0,0.0,3.732573929653999,63.992540962822645,206.00745903717734,-0.8987369694413561,-8.98736969441356,3.730898550667637,1392.0,33188,1392.2980138784517,5327,51,312,195,90,R,E
2305,33196,,3.5,249.049984,66.0,31290.0,40.746438,-4.022194,1392.0,17.6000003814697,20180406_LEVS_195_90_R_E,11.441871374276555,0.0,0.0,2.860467843569139,56.79984484330347,213.20015515669652,-0.8367628306573069,-8.367628306573069,3.732573929653999,1392.0,33192,1393.2367460366927,5331,51,312,195,90,R,E
2306,33198,,3.5,253.9697792,65.0,31301.0,40.746515,-4.02211,1394.3899904,17.6000003814697,20180406_LEVS_195_90_R_E,12.625101040299452,2.389990399999988,18.930465525551945,6.312550520149726,59.72790169068762,210.27209830931238,-0.8636411412521624,-8.636411412521625,2.860467843569139,1392.0,33196,1394.184840553246,5333,51,312,195,90,R,E
2307,33201,,3.5,267.757654116674,64.0,31311.0,40.746578,-4.02202,1395.0,17.6000003814697,20180406_LEVS_195_90_R_E,12.165090105861138,0.6100096000000121,5.014427305442725,4.055030035287046,65.9736418941214,204.02635810587861,-0.9133582475916786,-9.133582475916786,6.312550520149726,1394.3899904,33198,1395.173662049865,5336,51,313,195,90,R,E
2308,33205,,3.5,268.2,67.0,31324.0,40.746662,-4.021917,1396.0,17.6000003814697,20180406_LEVS_195_90_R_E,14.721970979600362,1.0,6.792568749019132,3.6804927449000906,62.55158645662648,207.44841354337353,-0.887426210588577,-8.87426210588577,4.055030035287046,1395.0,33201,1396.1339746037418,5340,51,313,195,90,R,E
2309,33208,,3.5,287.875,66.0,31335.0,40.746732,-4.021838,1396.0625,17.6000003814697,20180406_LEVS_195_90_R_E,11.693520240152672,0.0625,0.5344840451499829,3.8978400800508908,60.55938572782805,209.44061427217196,-0.870865613782077,-8.708656137820771,3.6804927449000906,1396.0,33205,1397.0560880637229,5343,51,313,195,90,R,E
2310,33212,,3.40000009536743,257.8,64.0,31348.0,40.746814,-4.021726,1398.0,17.5600002288818,20180406_LEVS_195_90_R_E,15.372161919591063,1.9375,12.603952587376481,3.8430404798977658,64.99484091758086,205.00515908241914,-0.906269729557243,-9.06269729557243,3.8978400800508908,1396.0625,33208,1397.9491118379378,5347,51,313,195,90,R,E
2311,33216,,3.40000009536743,295.151466177079,66.0,31361.0,40.746894,-4.021615,1399.0,17.5,20180406_LEVS_195_90_R_E,15.151936083820235,1.0,6.599816646981734,3.787984020955059,65.33531240720677,204.66468759279323,-0.9087655438672516,-9.087655438672517,3.8430404798977658,1398.0,33212,1398.8419047387436,5351,51,313,195,90,R,E
